Iteracao,Pi_Alta,Pi_Baixa,Pi_Estavel
77300,0.378448,0.314424,0.307128
77400,0.378475,0.314354,0.307171
77500,0.378452,0.314387,0.307161
77600,0.378325,0.314485,0.307191
77700,0.378417,0.314479,0.307104
77800,0.378406,0.314589,0.307005
77900,0.378344,0.314724,0.306932
78000,0.378385,0.314628,0.306987
78100,0.378335,0.314686,0.306978
78200,0.378363,0.314655,0.306982
78300,0.378340,0.314547,0.307114
78400,0.378355,0.314541,0.307105
78500,0.378408,0.314471,0.307121
78600,0.378422,0.314466,0.307112
78700,0.378310,0.314511,0.307179
78800,0.378376,0.314492,0.307132
78900,0.378352,0.314487,0.307161
79000,0.378278,0.314494,0.307228
79100,0.378268,0.314475,0.307257
79200,0.378283,0.314470,0.307247
79300,0.378323,0.314351,0.307327
79400,0.378312,0.314370,0.307317
79500,0.378340,0.314365,0.307296
79600,0.378367,0.314347,0.307286
79700,0.378306,0.314379,0.307315
79800,0.378421,0.314236,0.307343
79900,0.378536,0.314155,0.307309
80000,0.378563,0.314200,0.307237
80100,0.378527,0.314320,0.307154
80200,0.378516,0.314401,0.307082
80300,0.378568,0.314433,0.306999
80400,0.378470,0.314515,0.307015
80500,0.378447,0.314410,0.307143
80600,0.378387,0.314429,0.307184
80700,0.378463,0.314349,0.307187
80800,0.378441,0.314443,0.307116
80900,0.378430,0.314438,0.307132
81000,0.378457,0.314457,0.307086
81100,0.378397,0.314488,0.307115
81200,0.378498,0.314433,0.307069
81300,0.378524,0.314428,0.307048
81400,0.378366,0.314472,0.307162
81500,0.378380,0.314491,0.307129
81600,0.378333,0.314522,0.307145
81700,0.378299,0.314565,0.307136
81800,0.378350,0.314584,0.307066
81900,0.378254,0.314664,0.307082
82000,0.378256,0.314634,0.307110
82100,0.378258,0.314665,0.307077
82200,0.378212,0.314732,0.307056
82300,0.378238,0.314787,0.306974
82400,0.378313,0.314745,0.306942
82500,0.378315,0.314752,0.306933
82600,0.378245,0.314855,0.306901
82700,0.378271,0.314885,0.306844
82800,0.378188,0.314831,0.306981
82900,0.378154,0.314849,0.306996
83000,0.378084,0.314831,0.307084
83100,0.378099,0.314801,0.307100
83200,0.378089,0.314892,0.307019
83300,0.378067,0.314886,0.307047
83400,0.378082,0.314856,0.307062
83500,0.378216,0.314743,0.307042
83600,0.378158,0.314821,0.307022
83700,0.378136,0.314815,0.307049
83800,0.378067,0.314797,0.307136
83900,0.378021,0.314815,0.307163
84000,0.378095,0.314726,0.307179
84100,0.377990,0.314828,0.307182
84200,0.378005,0.314857,0.307138
84300,0.377924,0.314935,0.307141
84400,0.377915,0.314976,0.307109
84500,0.377917,0.314947,0.307136
84600,0.377931,0.314976,0.307092
84700,0.377934,0.314959,0.307107
84800,0.377936,0.314988,0.307075
84900,0.378021,0.315018,0.306961
85000,0.378000,0.314965,0.307035
85100,0.377979,0.314900,0.307121
85200,0.378028,0.314941,0.307031
85300,0.378054,0.314959,0.306987
85400,0.378103,0.315000,0.306897
85500,0.378035,0.315029,0.306936
85600,0.378049,0.314930,0.307021
85700,0.378110,0.314877,0.307013
85800,0.378170,0.314767,0.307063
85900,0.378242,0.314738,0.307020
86000,0.378209,0.314744,0.307047
86100,0.378235,0.314669,0.307096
86200,0.378248,0.314629,0.307123
86300,0.378250,0.314623,0.307126
86400,0.378264,0.314630,0.307106
86500,0.378393,0.314590,0.307017
86600,0.378372,0.314550,0.307079
86700,0.378374,0.314544,0.307082
86800,0.378329,0.314562,0.307108
86900,0.378377,0.314511,0.307112
87000,0.378333,0.314552,0.307115
87100,0.378312,0.314535,0.307153
87200,0.378303,0.314553,0.307144
87300,0.378190,0.314628,0.307182
87400,0.378181,0.314634,0.307185
87500,0.378126,0.314594,0.307280
87600,0.378094,0.314623,0.307283
87700,0.378130,0.314652,0.307218
87800,0.378132,0.314624,0.307244
87900,0.378100,0.314653,0.307247
88000,0.378102,0.314636,0.307261
88100,0.378093,0.314642,0.307264
88200,0.378039,0.314694,0.307268
88300,0.378086,0.314666,0.307248
88400,0.378066,0.314672,0.307262
88500,0.378000,0.314633,0.307367
88600,0.378014,0.314605,0.307381
88700,0.378016,0.314577,0.307407
88800,0.377928,0.314561,0.307511
88900,0.377998,0.314578,0.307424
89000,0.378011,0.314607,0.307382
89100,0.378002,0.314523,0.307475
89200,0.378049,0.314451,0.307500
89300,0.377973,0.314468,0.307559
89400,0.377919,0.314497,0.307584
89500,0.377989,0.314436,0.307575
89600,0.377924,0.314453,0.307623
89700,0.377915,0.314426,0.307659
89800,0.377895,0.314399,0.307706
89900,0.377887,0.314383,0.307731
90000,0.377822,0.314378,0.307800
90100,0.377802,0.314384,0.307814
90200,0.377860,0.314368,0.307772
90300,0.377852,0.314341,0.307807
90400,0.377777,0.314347,0.307876
90500,0.377724,0.314431,0.307845
90600,0.377693,0.314382,0.307925
90700,0.377652,0.314399,0.307949
90800,0.377676,0.314460,0.307863
90900,0.377668,0.314477,0.307855
91000,0.377516,0.314615,0.307868
91100,0.377508,0.314610,0.307881
91200,0.377566,0.314594,0.307840
91300,0.377601,0.314567,0.307831
91400,0.377571,0.314617,0.307812
91500,0.377672,0.314612,0.307716
91600,0.377762,0.314509,0.307729
91700,0.377764,0.314504,0.307732
91800,0.377756,0.314510,0.307734
91900,0.377748,0.314527,0.307726
92000,0.377761,0.314609,0.307630
92100,0.377807,0.314604,0.307590
92200,0.377766,0.314610,0.307625
92300,0.377876,0.314583,0.307541
92400,0.377857,0.314675,0.307468
92500,0.377816,0.314757,0.307427
92600,0.377873,0.314644,0.307484
92700,0.377875,0.314628,0.307497
92800,0.377888,0.314634,0.307478
92900,0.377815,0.314715,0.307470
93000,0.377828,0.314753,0.307419
93100,0.377970,0.314672,0.307358
93200,0.377961,0.314635,0.307403
93300,0.377910,0.314780,0.307310
93400,0.377976,0.314690,0.307334
93500,0.377914,0.314610,0.307476
93600,0.377917,0.314605,0.307479
93700,0.377876,0.314610,0.307513
93800,0.377889,0.314691,0.307420
93900,0.377913,0.314643,0.307444
94000,0.377894,0.314691,0.307415
94100,0.377928,0.314623,0.307450
94200,0.377803,0.314660,0.307537
94300,0.377805,0.314761,0.307434
94400,0.377807,0.314862,0.307331
94500,0.377884,0.314815,0.307302
94600,0.377865,0.314926,0.307209
94700,0.377867,0.314921,0.307212
94800,0.377838,0.314905,0.307257
94900,0.377850,0.314910,0.307239
95000,0.377863,0.314958,0.307179
95100,0.377855,0.314921,0.307224
95200,0.377794,0.315011,0.307195
95300,0.377817,0.315058,0.307125
95400,0.377820,0.315126,0.307055
95500,0.377832,0.315120,0.307047
95600,0.377918,0.315094,0.306987
95700,0.377910,0.315141,0.306949
95800,0.377996,0.315115,0.306889
95900,0.378050,0.315036,0.306913
96000,0.378010,0.315104,0.306885
96100,0.377992,0.315140,0.306868
96200,0.377921,0.315146,0.306933
96300,0.377861,0.315192,0.306947
96400,0.377925,0.315156,0.306919
96500,0.377938,0.315161,0.306902
96600,0.377940,0.315197,0.306863
96700,0.377921,0.315171,0.306908
96800,0.377924,0.315207,0.306870
96900,0.377967,0.315170,0.306863
97000,0.378010,0.315165,0.306825
97100,0.377951,0.315191,0.306859
97200,0.377942,0.315175,0.306883
97300,0.377914,0.315180,0.306906
97400,0.377947,0.315154,0.306899
97500,0.377938,0.315149,0.306913
97600,0.377941,0.315205,0.306855
97700,0.377922,0.315200,0.306878
97800,0.377955,0.315194,0.306851
97900,0.377937,0.315128,0.306936
98000,0.377949,0.315133,0.306918
98100,0.377982,0.315097,0.306922
98200,0.377933,0.315163,0.306904
98300,0.377945,0.315158,0.306897
98400,0.377917,0.315213,0.306870
98500,0.377949,0.315228,0.306822
98600,0.377982,0.315193,0.306826
98700,0.377933,0.315187,0.306879
98800,0.377864,0.315213,0.306923
98900,0.377958,0.315197,0.306845
99000,0.377869,0.315172,0.306960
99100,0.377901,0.315156,0.306942
99200,0.377954,0.315101,0.306946
99300,0.377956,0.315116,0.306928
99400,0.377897,0.315211,0.306891
99500,0.377990,0.315186,0.306824
99600,0.377962,0.315191,0.306847
99700,0.377964,0.315216,0.306820
99800,0.377976,0.315261,0.306764
99900,0.378008,0.315255,0.306737
100000,0.378030,0.315170,0.306800
